,IDORDRE,Wilaya,Moughataa,Commune,LON,LAT,Type,Milieu,School Code,Name of the school,Locality Code,Classrooms,Divisions,Students,Teachers,Water,Electricity,Latrines,Tower_Distance,Type of Service,Tower Details,Tower_Latitude,Tower_Longitude
2341,15,13-Nouakchott,DAR NAIM,DAR NAIM,18.11649,-15.936320000000002,public,Urbain,0.0,ABDEL WEDOUD,13801001.0,10.0,6.0,353.0,11.0,1.0,0.0,0.0,0.14,3G,MC3G0050,18.11753,-15.93706
2342,46,13-Nouakchott,DAR NAIM,DAR NAIM,18.093020000000003,-15.93286,public,Urbain,0.0,ABOU BECRINE O/ VETENE,13801001.0,15.0,6.0,502.0,16.0,0.0,0.0,2.0,0.3,3G,MC3G0228,18.09139,-15.93513
2343,39,13-Nouakchott,DAR NAIM,DAR NAIM,18.088079999999998,-15.943029999999998,prive,Urbain,0.0,BAREIM TEJDID,13801001.0,8.0,6.0,126.0,9.0,1.0,1.0,2.0,0.12,3G,MR3G0059,18.08802778,-15.94188889
2344,25,13-Nouakchott,DAR NAIM,DAR NAIM,18.10899,-15.91951,public,Urbain,0.0,CHEIKH O/ ABDOUKE,13801001.0,12.0,6.0,364.0,13.0,1.0,0.0,12.0,0.27,3G,MC3G0183,18.10758333,-15.91738889
2345,53,13-Nouakchott,DAR NAIM,DAR NAIM,18.08715,-15.940729999999999,Prive,Urbain,0.0,CHEMS DINE,13801001.0,17.0,10.0,435.0,23.0,1.0,1.0,10.0,0.16,3G,MR3G0059,18.08802778,-15.94188889
2346,48,13-Nouakchott,DAR NAIM,DAR NAIM,18.12709,-15.912479999999999,Public,Urbain,1302505.0,COLLEGE DAR NAIM,13801001.0,8.0,7.0,200.0,15.0,1.0,1.0,4.0,0.75,3G,MR3G0154,18.1338,-15.9119
2347,62,13-Nouakchott,DAR NAIM,DAR NAIM,18.07495,-15.941510000000001,Public,Urbain,1302502.0,COLLEGE DAR NAIM 1,13801001.0,15.0,7.0,375.0,30.0,1.0,1.0,4.0,0.38,3G,MC3G0167,18.07216,-15.939370000000002
2348,54,13-Nouakchott,DAR NAIM,DAR NAIM,18.10247,-15.92805,Public,Urbain,0.0,COLLEGE DAR NAIM 2,13801001.0,14.0,7.0,350.0,30.0,0.0,0.0,6.0,0.05,3G,MA3G0003,18.1029,-15.9283
2349,46,13-Nouakchott,DAR NAIM,DAR NAIM,18.1185,-15.928529999999999,Public,Urbain,1302504.0,COLLEGE DAR NAIM 3,13801001.0,8.0,7.0,200.0,17.0,0.0,0.0,10.0,0.28,3G,MR3G0052,18.12099,-15.929148999999999
2350,49,13-Nouakchott,DAR NAIM,DAR NAIM,18.12461,-15.92965,Public,Urbain,1302506.0,COLLEGE DAR NAIM 5,13801001.0,12.0,7.0,300.0,14.0,0.0,1.0,8.0,0.41,3G,MR3G0052,18.12099,-15.929148999999999
2351,29,13-Nouakchott,DAR NAIM,DAR NAIM,18.1128,-15.919579999999998,prive,Urbain,0.0,DAR EL ILM,13801001.0,5.0,6.0,177.0,6.0,1.0,1.0,2.0,0.43,3G,MC3G0174,18.11628,-15.921370000000001
2352,41,13-Nouakchott,DAR NAIM,DAR NAIM,18.102999999999998,-15.9283,prive,Urbain,0.0,EBOU HAMED EL GHAZALI,13801001.0,5.0,6.0,320.0,6.0,1.0,1.0,6.0,0.01,3G,MA3G0003,18.1029,-15.9283
2353,20,13-Nouakchott,DAR NAIM,DAR NAIM,18.109070000000003,-15.9242,prive,Urbain,0.0,EBOU HAMED EL GHAZALI,13801001.0,6.0,6.0,252.0,7.0,1.0,1.0,0.0,0.06,3G,MR3G0055,18.10961,-15.92438
2354,58,13-Nouakchott,DAR NAIM,DAR NAIM,18.082279999999997,-15.94275,Prive,Urbain,2896.0,ECOLE PRIVEE EL ASSALA,13801001.0,7.0,6.0,175.0,12.0,1.0,1.0,4.0,0.07,2G,MC2G0185,18.0826,-15.9433
2355,52,13-Nouakchott,DAR NAIM,DAR NAIM,18.09724,-15.9304,Prive,Urbain,729.0,ECOLE PRIVEE NAIM,13801001.0,4.0,4.0,100.0,8.0,1.0,0.0,1.0,0.48,3G,MC3G0188,18.09652,-15.9259
2356,55,13-Nouakchott,DAR NAIM,DAR NAIM,18.08352,-15.936860000000001,public,Urbain,0.0,ECOLE ZAHRA,13801001.0,15.0,6.0,437.0,16.0,1.0,0.0,2.0,0.25,3G,MA3G0031,18.085783,-15.9366
2357,57,13-Nouakchott,DAR NAIM,DAR NAIM,18.0832,-15.94616,public,Urbain,0.0,ECOLE ZEID,13801001.0,15.0,6.0,412.0,16.0,1.0,0.0,2.0,0.28,3G,MC3G0226,18.08249,-15.943660000000001
2358,52,13-Nouakchott,DAR NAIM,DAR NAIM,18.082279999999997,-15.94275,prive,Urbain,0.0,EL ASSALA,13801001.0,5.0,6.0,184.0,6.0,1.0,1.0,3.0,0.07,2G,MC2G0185,18.0826,-15.9433
2359,12,13-Nouakchott,DAR NAIM,DAR NAIM,18.10254,-15.92515,prive,Urbain,0.0,EL GHOUDWA,13801001.0,4.0,5.0,67.0,5.0,1.0,1.0,1.0,0.2,3G,MC3G0186,18.10431,-15.92464
2360,65,13-Nouakchott,DAR NAIM,DAR NAIM,18.106479999999998,-15.92036,Prive,Urbain,17.0,EL IHYAA,13801001.0,3.0,3.0,75.0,7.0,1.0,1.0,2.0,0.34,3G,MC3G0183,18.10758333,-15.91738889
2361,44,13-Nouakchott,DAR NAIM,DAR NAIM,18.07299,-15.93786,prive,Urbain,0.0,EL ILM WAL HOUDA,13801001.0,6.0,6.0,125.0,7.0,1.0,1.0,2.0,0.08,3G,MA3G0160,18.073087,-15.93714
2362,35,13-Nouakchott,DAR NAIM,DAR NAIM,18.0856,-15.936760000000001,prive,Urbain,0.0,EL MENAB,13801001.0,7.0,6.0,163.0,8.0,1.0,1.0,8.0,0.03,3G,MA3G0031,18.085783,-15.9366
2363,51,13-Nouakchott,DAR NAIM,DAR NAIM,18.073629999999998,-15.941410000000001,prive,Urbain,0.0,EL MENHEL,13801001.0,11.0,6.0,194.0,12.0,1.0,1.0,2.0,0.27,3G,MC3G0167,18.07216,-15.939370000000002
2364,60,13-Nouakchott,DAR NAIM,DAR NAIM,18.07628,-15.948570000000002,Prive,Urbain,381.0,EL OULA,13801001.0,3.0,3.0,75.0,7.0,1.0,1.0,2.0,0.16,3G,MC3G0221,18.07726,-15.9497
2365,45,13-Nouakchott,DAR NAIM,DAR NAIM,18.07656,-15.94854,prive,Urbain,0.0,EL OULA,13801001.0,11.0,6.0,6.0,12.0,1.0,1.0,2.0,0.15,3G,MC3G0221,18.07726,-15.9497
2366,22,13-Nouakchott,DAR NAIM,DAR NAIM,18.097820000000002,-15.92141,public,Urbain,0.0,ELY O/ MEYARA,13801001.0,9.0,6.0,278.0,10.0,0.0,0.0,9.0,0.25,3G,MA3G0136,18.095660000000002,-15.92084
2367,32,13-Nouakchott,DAR NAIM,DAR NAIM,18.097160000000002,-15.930629999999999,prive,Urbain,0.0,ENAIM,13801001.0,7.0,6.0,405.0,8.0,1.0,0.0,8.0,0.5,3G,MC3G0188,18.09652,-15.9259
2368,59,13-Nouakchott,DAR NAIM,DAR NAIM,18.07583,-15.94271,prive,Urbain,0.0,ES SEBIL,13801001.0,8.0,6.0,244.0,9.0,1.0,1.0,2.0,0.3,3G,MR3G0054,18.077897,-15.944514999999999
2369,63,13-Nouakchott,DAR NAIM,DAR NAIM,18.07631,-15.9426,Prive,Urbain,886.0,ESSEBIL,13801001.0,7.0,7.0,175.0,16.0,1.0,1.0,5.0,0.27,3G,MR3G0054,18.077897,-15.944514999999999
2370,4,13-Nouakchott,DAR NAIM,DAR NAIM,18.12268,-15.925670000000002,prive,Urbain,0.0,EVEIL,13801001.0,8.0,6.0,135.0,9.0,1.0,1.0,2.0,0.22,3G,MA3G0157,18.123279999999998,-15.923689999999999
2371,50,13-Nouakchott,DAR NAIM,DAR NAIM,18.09741,-15.92605,Prive,Urbain,380.0,GHASR EL BARAKA,13801001.0,5.0,4.0,125.0,9.0,1.0,1.0,5.0,0.1,3G,MC3G0188,18.09652,-15.9259
2372,24,13-Nouakchott,DAR NAIM,DAR NAIM,18.09741,-15.92605,prive,Urbain,0.0,GHASSER EL BARAKA,13801001.0,5.0,6.0,219.0,6.0,1.0,1.0,2.0,0.1,3G,MC3G0188,18.09652,-15.9259
2373,26,13-Nouakchott,DAR NAIM,DAR NAIM,18.09832,-15.9213,prive,Urbain,0.0,GROUPE PRIVEE LES PETITS GENIES,13801001.0,3.0,4.0,70.0,4.0,1.0,0.0,2.0,0.3,3G,MA3G0136,18.095660000000002,-15.92084
2374,56,13-Nouakchott,DAR NAIM,DAR NAIM,18.10296,-15.92801,Prive,Urbain,261.0,HAMED EL GHAZALY,13801001.0,7.0,7.0,175.0,15.0,1.0,1.0,4.0,0.03,3G,MA3G0003,18.1029,-15.9283
2375,19,13-Nouakchott,DAR NAIM,DAR NAIM,18.106479999999998,-15.92036,prive,Urbain,0.0,IHYAA,13801001.0,4.0,5.0,109.0,5.0,1.0,1.0,0.0,0.34,3G,MC3G0183,18.10758333,-15.91738889
2376,61,13-Nouakchott,DAR NAIM,DAR NAIM,18.085620000000002,-15.94198,Prive,Urbain,181712006.0,KANAN,13801001.0,3.0,3.0,75.0,6.0,1.0,1.0,1.0,0.27,3G,MR3G0059,18.08802778,-15.94188889
2377,2,13-Nouakchott,DAR NAIM,DAR NAIM,18.10785,-15.930010000000001,public,Urbain,0.0,KHADIJETOU BINT KHOUWEILID,13801001.0,17.0,6.0,580.0,18.0,1.0,0.0,1.0,0.42,3G,MR3G0141,18.1041,-15.9302
2378,53,13-Nouakchott,DAR NAIM,DAR NAIM,18.085620000000002,-15.94198,prive,Urbain,0.0,KINANE,13801001.0,7.0,6.0,133.0,8.0,1.0,1.0,2.0,0.27,3G,MR3G0059,18.08802778,-15.94188889
2379,51,13-Nouakchott,DAR NAIM,DAR NAIM,18.09916,-15.9282,Prive,Urbain,171.0,LES INGENIEURS,13801001.0,3.0,3.0,75.0,6.0,1.0,1.0,1.0,0.38,3G,MC3G0188,18.09652,-15.9259
2380,47,13-Nouakchott,DAR NAIM,DAR NAIM,18.09169,-15.940760000000001,public,Urbain,0.0,LIMAM ABDOUL AZIZ,13801001.0,9.0,6.0,455.0,10.0,1.0,0.0,16.0,0.26,3G,MC3G0227,18.09373056,-15.94190278
2381,64,13-Nouakchott,DAR NAIM,DAR NAIM,18.1046,-15.92216,Public,Urbain,0.0,LYCEE DAR NAIM,13801001.0,25.0,7.0,625.0,50.0,1.0,1.0,0.0,0.26,3G,MC3G0186,18.10431,-15.92464
2382,37,13-Nouakchott,DAR NAIM,DAR NAIM,18.08193,-15.93405,prive,Urbain,0.0,MENAHIL-ILM,13801001.0,6.0,6.0,120.0,7.0,1.0,0.0,1.0,0.12,3G,MC3G0219,18.081194,-15.93489
2383,55,13-Nouakchott,DAR NAIM,DAR NAIM,18.100929999999998,-15.92719,Prive,Urbain,0.0,OUM EL GHOURA,13801001.0,7.0,5.0,175.0,11.0,1.0,1.0,2.0,0.25,3G,MA3G0003,18.1029,-15.9283
2384,23,13-Nouakchott,DAR NAIM,DAR NAIM,18.10653,-15.922620000000002,public,Urbain,0.0,OUMAR BEN ABDEL AZIZ,13801001.0,11.0,6.0,411.0,12.0,1.0,0.0,12.0,0.33,3G,MC3G0186,18.10431,-15.92464
2385,33,13-Nouakchott,DAR NAIM,DAR NAIM,18.09587,-15.93356,prive,Urbain,0.0,OUSMANE O/ BACAR,13801001.0,4.0,5.0,80.0,5.0,1.0,1.0,0.0,0.33,3G,MA3G0146,18.09822,-15.935532
2386,45,13-Nouakchott,DAR NAIM,DAR NAIM,18.117060000000002,-15.92345,Prive,Urbain,4763.0,SEBOU TIWAL,13801001.0,6.0,4.0,150.0,8.0,1.0,1.0,0.0,0.2,3G,MA3G0034,18.1153,-15.924000000000001
2387,21,13-Nouakchott,DAR NAIM,DAR NAIM,18.102999999999998,-15.92425,public,Urbain,0.0,SIDIGH,13801001.0,19.0,6.0,704.0,20.0,1.0,1.0,12.0,0.15,3G,MC3G0186,18.10431,-15.92464
2388,57,13-Nouakchott,DAR NAIM,DAR NAIM,18.0908,-15.93909,Prive,Urbain,802.0,TEJDID EL ISLAH,13801001.0,6.0,9.0,31.0,12.0,1.0,1.0,1.0,0.37,3G,MR3G0056,18.09147,-15.93568
2389,60,13-Nouakchott,DAR NAIM,DAR NAIM,18.07558,-15.942479999999998,public,Urbain,0.0,TENSIWEILIM1,13801001.0,15.0,6.0,434.0,16.0,0.0,1.0,8.0,0.34,3G,MR3G0054,18.077897,-15.944514999999999
2390,59,13-Nouakchott,DAR NAIM,DAR NAIM,18.07665,-15.94961,Prive,Urbain,609.0,TENWIR WEL INFITAH,13801001.0,7.0,6.0,175.0,13.0,1.0,1.0,1.0,0.07,3G,MC3G0221,18.07726,-15.9497
2402,236,13-Nouakchott,Riyad,Riyad,17.99504,-15.97085,Prive,Urbain,0.0,ABOU HOURAIRA,13901001.0,4.0,6.0,100.0,13.0,0.0,0.0,1.0,0.45,3G,MA3G0162,17.99555,-15.97507
2403,231,13-Nouakchott,Riyad,Riyad,18.0019,-15.97609,Prive,Urbain,0.0,AL IBDHA,13901001.0,2.0,2.0,50.0,5.0,1.0,1.0,2.0,0.38,3G,MC3G0208,17.998910000000002,-15.974429999999998
2404,233,13-Nouakchott,Riyad,Riyad,17.97515,-15.970189999999999,Prive,Urbain,0.0,AVENIR PK 12,13901001.0,2.0,2.0,50.0,5.0,1.0,1.0,1.0,0.46,3G,MC3G0207,17.979222,-15.969194
2405,237,13-Nouakchott,Riyad,Riyad,17.99512,-15.97323,Prive,Urbain,0.0,CHEIKH YACOUB,13901001.0,3.0,4.0,75.0,9.0,1.0,1.0,1.0,0.2,3G,MA3G0162,17.99555,-15.97507
2406,240,13-Nouakchott,Riyad,Riyad,18.01482,-15.970620000000002,Prive,Urbain,0.0,COLLEGE RIAD 2,13901001.0,16.0,7.0,400.0,33.0,0.0,0.0,0.0,0.4,3G,MC3G0209,18.01122,-15.97105
2407,230,13-Nouakchott,Riyad,Riyad,17.99596,-15.96185,Prive,Urbain,0.0,COLLEGE RIAD 3,13901001.0,12.0,7.0,300.0,18.0,1.0,0.0,10.0,0.39,3G,MC3G0196,17.99247222,-15.96158333
2408,225,13-Nouakchott,Riyad,Riyad,18.009,-15.95865,Prive,Urbain,0.0,COLLEGE RIAD 4,13901001.0,8.0,7.0,200.0,18.0,0.0,0.0,5.0,0.34,3G,MR3G0085,18.00633,-15.96016
2409,227,13-Nouakchott,Riyad,Riyad,18.015220000000003,-15.95546,Prive,Urbain,0.0,COLLEGE RIAD 6,13901001.0,12.0,4.0,300.0,8.0,1.0,1.0,9.0,0.44,3G,MR3G0083,18.017367999999998,-15.958956
2410,228,13-Nouakchott,Riyad,Riyad,18.0089,-15.9723,Prive,Urbain,0.0,DAR EL FIKR RYADH,13901001.0,14.0,11.0,460.0,18.0,1.0,1.0,4.0,0.29,3G,MC3G0209,18.01122,-15.97105
2411,235,13-Nouakchott,Riyad,Riyad,17.99325,-15.96902,Prive,Urbain,0.0,EL MECHEHIL EL JEDID,13901001.0,6.0,7.0,158.0,19.0,1.0,1.0,2.0,0.52,3G,MC3G0212,17.99033056,-15.97286111
2412,243,13-Nouakchott,Riyad,Riyad,18.01981,-15.97419,Prive,Urbain,0.0,EL MEDINA,13901001.0,2.0,4.0,66.0,8.0,1.0,1.0,1.0,0.2,3G,MR3G0082,18.0195,-15.97229
2413,226,13-Nouakchott,Riyad,Riyad,17.99401,-15.966660000000001,Prive,Urbain,0.0,FANSOURY,13901001.0,3.0,2.0,75.0,5.0,1.0,1.0,1.0,0.56,3G,MC3G0196,17.99247222,-15.96158333
2414,232,13-Nouakchott,Riyad,Riyad,17.97741,-15.971420000000002,Prive,Urbain,0.0,JAAVAR ESSADEGH,13901001.0,10.0,8.0,202.0,15.0,1.0,1.0,2.0,0.31,3G,MC3G0207,17.979222,-15.969194
2415,238,13-Nouakchott,Riyad,Riyad,18.00321,-15.97326,Prive,Urbain,0.0,LYCEE DE RIYAD,13901001.0,11.0,7.0,275.0,33.0,1.0,1.0,11.0,0.28,3G,MR3G0081,18.0057,-15.9734
2416,223,13-Nouakchott,Riyad,Riyad,18.00144,-15.97383,Prive,Urbain,0.0,MANAHEL ILM II GANDOL,13901001.0,6.0,7.0,150.0,17.0,1.0,1.0,2.0,0.29,3G,MC3G0208,17.998910000000002,-15.974429999999998
2417,224,13-Nouakchott,Riyad,Riyad,18.017229999999998,-15.958420000000002,Prive,Urbain,399.0,MEKETALMOUKARAM,13901001.0,1.0,3.0,25.0,7.0,1.0,1.0,2.0,0.06,3G,MR3G0083,18.017367999999998,-15.958956
2418,241,13-Nouakchott,Riyad,Riyad,18.01351,-15.97613,Prive,Urbain,342.0,MENAH-ILM,13901001.0,6.0,7.0,158.0,19.0,1.0,1.0,4.0,0.14,3G,MC3G0213,18.01275,-15.97506944
2419,239,13-Nouakchott,Riyad,Riyad,18.00573,-15.973720000000002,Prive,Urbain,0.0,NOUR EL ILME,13901001.0,7.0,6.0,175.0,12.0,1.0,1.0,1.0,0.03,3G,MR3G0081,18.0057,-15.9734
2420,234,13-Nouakchott,Riyad,Riyad,17.988979999999998,-15.966170000000002,Prive,Urbain,0.0,RIYAD I,13901001.0,14.0,7.0,350.0,17.0,0.0,1.0,0.0,0.37,3G,MC3G0210,17.98631,-15.96822
2421,244,13-Nouakchott,Riyad,Riyad,18.02815,-15.973410000000001,Prive,Urbain,0.0,SCIENCE ET SAVOIR,13901001.0,4.0,4.0,100.0,9.0,1.0,1.0,4.0,0.32,3G,MC3G0211,18.02602778,-15.971325
2423,112,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.1016,-15.99709444,Prive,Urbain,0.0,BOURGE SA,13401001.0,12.0,7.0,300.0,27.0,1.0,1.0,10.0,0.13,3G,MA3G0019,18.1018,-15.9959
2424,4,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.08015,-15.980129999999999,public,Urbain,0.0,CAPITAL 5,13401001.0,16.0,6.0,528.0,17.0,1.0,1.0,2.0,0.09,3G,MR3G0115,18.0794,-15.9805
2425,116,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.089010000000002,-16.00379,Prive,Urbain,1769.0,CHEIKH MOUSSA,13401001.0,10.0,7.0,258.0,31.0,1.0,1.0,11.0,0.55,3G,MR3G0097,18.092708,-16.007292
2426,109,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.112170000000003,-15.99172,Prive,Urbain,132.0,CHEMIS DINE,13401001.0,12.0,7.0,300.0,19.0,1.0,1.0,5.0,0.14,3G,MC3G0077,18.11094444,-15.99183333
2427,97,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.101960000000002,-15.9924,Prive,Urbain,1307504.0,COLLEGE TZ2,13401001.0,6.0,6.0,150.0,13.0,1.0,1.0,6.0,0.15,3G,MC3G0078,18.10061111,-15.99230556
2428,87,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.08275,-15.974739999999999,Prive,Urbain,0.0,COMPLEXE DES ECOLES PRIVEE EL KHIYAR,13401001.0,18.0,7.0,450.0,50.0,1.0,1.0,6.0,0.1,3G,MA3G0008,18.0836,-15.9746
2429,9,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.0814,-15.98325556,prive,Urbain,0.0,COMPLEXE SCOLAIRE TINKORO KAMARA,13401001.0,8.0,6.0,233.0,9.0,1.0,1.0,2.0,0.21,3G,MC3G0087,18.0823,-15.985
2430,90,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.0814,-15.98325556,Prive,Urbain,0.0,COMPLEXE SCOLAIRE TIOKORO KAMARA,13401001.0,7.0,7.0,175.0,16.0,1.0,1.0,3.0,0.21,3G,MC3G0087,18.0823,-15.985
2431,10,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.111163,-15.975857999999999,prive,Urbain,0.0,COMPLEXES DES ECOLES EDHIYA,13401001.0,11.0,6.0,166.0,12.0,1.0,0.0,8.0,0.41,3G,MA3G0054,18.11471167,-15.9747
2432,12,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.10973,-15.998729999999998,prive,Urbain,0.0,DIAMLY,13401001.0,2.0,3.0,37.0,3.0,1.0,1.0,1.0,0.29,3G,MC3G0075,18.11236111,-15.99869444
2433,13,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.083920000000003,-15.9783,public,Urbain,0.0,ECOLE 7,13401001.0,19.0,6.0,351.0,20.0,1.0,1.0,0.0,0.14,3G,MC3G0083,18.08264167,-15.97836389
2434,84,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.082810000000002,-15.98531,Prive,Urbain,0.0,ECOLE AL FALAH,13401001.0,5.0,6.0,125.0,13.0,1.0,0.0,4.0,0.07,3G,MC3G0087,18.0823,-15.985
2435,14,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.091479999999997,-15.97819,public,Urbain,0.0,ECOLE CAPITALE 3,13401001.0,10.0,6.0,150.0,11.0,1.0,1.0,2.0,0.04,3G,MC3G0007,18.09183333,-15.97808333
2436,16,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.08923,-15.986289999999999,public,Urbain,0.0,ECOLE ILOT K,13401001.0,8.0,6.0,179.0,9.0,0.0,0.0,8.0,0.19,3G,MR3G0102,18.0905,-15.985029999999998
2437,17,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.11404,-15.98279,public,Urbain,0.0,ECOLE IMAM CHAFIH,13401001.0,10.0,6.0,91.0,11.0,1.0,0.0,0.0,0.23,3G,MR3G0118,18.11205,-15.982392
2438,20,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.097939999999998,-15.976239999999999,prive,Urbain,0.0,ECOLE MOCKTAR OULD DADDAH,13401001.0,6.0,6.0,114.0,7.0,1.0,1.0,0.0,0.1,3G,MA3G0142,18.09705333,-15.97623167
2439,21,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.095589999999998,-15.98075,prive,Urbain,0.0,ECOLE PRIMAIRE DU SAHEL,13401001.0,16.0,6.0,571.0,17.0,1.0,1.0,12.0,0.07,3G,MR3G0091,18.096195,-15.980879999999999
2440,86,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.08176,-15.9743,Prive,Urbain,0.0,ECOLE PRIVE AVDAL,13401001.0,1.0,2.0,41.0,5.0,1.0,1.0,2.0,0.13,3G,MR3G0072,18.08107,-15.9753
2441,118,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.104689999999998,-15.97952,Prive,Urbain,0.0,ECOLE PRIVEE EL KARAMA,13401001.0,4.0,5.0,100.0,10.0,1.0,1.0,1.0,0.2,3G,MR3G0119,18.106460000000002,-15.97923
2442,126,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.09905,-15.98245,Prive,Urbain,0.0,ECOLE PRIVEE LIBIENNE,13401001.0,6.0,5.0,150.0,11.0,1.0,1.0,7.0,0.22,3G,MA3G0021,18.1001,-15.98065
2443,33,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.082810000000002,-15.98531,prive,Urbain,0.0,ECOLE PRIVEES EL FELAH,13401001.0,11.0,6.0,141.0,12.0,1.0,1.0,0.0,0.07,3G,MC3G0087,18.0823,-15.985
2444,89,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.116697,-15.961619,Prive,Urbain,0.0,ECOLE PRIVEES EL MOUHAMADIYA EL HADIZA,13401001.0,14.0,7.0,350.0,28.0,1.0,1.0,2.0,0.75,3G,MC3G0072,18.1122,-15.956370000000001
2445,35,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.10115,-15.99185,public,Urbain,0.0,ECOLE PUBLIC IBN SINS,13401001.0,11.0,6.0,416.0,12.0,0.0,0.0,8.0,0.08,3G,MC3G0078,18.10061111,-15.99230556
2446,36,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.10023,-15.97591,public,Urbain,0.0,ECOLE TEVRAGH ZEINA,13401001.0,15.0,6.0,449.0,16.0,1.0,1.0,2.0,0.11,3G,MR3G0112,18.100503,-15.974910000000001
2447,38,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.082539999999998,-15.982070000000002,public,Urbain,0.0,ECOLES JUSTICE (CAPITAL 1),13401001.0,10.0,6.0,148.0,11.0,1.0,1.0,2.0,0.24,3G,MR3G0092,18.0847,-15.9819
2448,100,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.10238,-15.99496,Prive,Urbain,42211.0,EL BOURHAN,13401001.0,6.0,7.0,150.0,18.0,1.0,1.0,4.0,0.12,3G,MA3G0019,18.1018,-15.9959
2449,101,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.09895,-15.979770000000002,Prive,Urbain,0.0,EL KARAMA,13401001.0,9.0,7.0,225.0,21.0,1.0,1.0,2.0,0.12,3G,MC3G0038,18.09903,-15.978679999999999
2450,92,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.11123,-15.98255,Prive,Urbain,0.0,EL MAINE,13401001.0,2.0,4.0,66.0,8.0,1.0,1.0,3.0,0.09,3G,MR3G0118,18.11205,-15.982392
2451,104,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.10301,-15.98396,Prive,Urbain,1813.0,EL MOURAD,13401001.0,14.0,7.0,350.0,25.0,1.0,1.0,5.0,0.11,3G,MA3G0130,18.10265,-15.98497
2452,102,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.10312,-15.98501,Prive,Urbain,0.0,EZZEMANE,13401001.0,7.0,7.0,175.0,15.0,1.0,1.0,2.0,0.05,3G,MA3G0130,18.10265,-15.98497
2453,47,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.08116,-15.98274,prive,Urbain,0.0,GROUPE SCOLAIRE PRIVEE EDDALIL,13401001.0,5.0,6.0,79.0,6.0,0.0,1.0,16.0,0.27,3G,MC3G0087,18.0823,-15.985
2454,103,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.1026,-15.97882,Prive,Urbain,1920.0,IBN BATOUTA,13401001.0,4.0,6.0,100.0,12.0,1.0,1.0,2.0,0.34,3G,MA3G0021,18.1001,-15.98065
2455,49,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.090999999999998,-15.975629999999999,prive,Urbain,0.0,ISMAILA LALLA KANE,13401001.0,5.0,6.0,152.0,6.0,1.0,1.0,6.0,0.22,3G,MC3G0105,18.08906944,-15.97620278
2456,123,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.09301,-15.98735,Prive,Urbain,0.0,LA FONTAINE,13401001.0,7.0,7.0,175.0,18.0,1.0,1.0,2.0,0.18,3G,MC3G0103,18.09291,-15.989020000000002
2457,50,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.09271,-15.98714,prive,Urbain,0.0,LA FONTAINE,13401001.0,3.0,4.0,38.0,4.0,0.0,0.0,2.0,0.2,3G,MC3G0103,18.09291,-15.989020000000002
2458,88,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.09321667,-15.98805556,Prive,Urbain,0.0,LE GROUPE SCOLAIRE PRIVEE PETIT CENTRE,13401001.0,26.0,7.0,650.0,58.0,1.0,1.0,7.0,0.11,3G,MC3G0103,18.09291,-15.989020000000002
2459,99,13-Nouakchott,Tevragh Zeina,Tevragh Zeina,18.09892,-15.97979,Prive,Urbain,616.0,LES ALOUETTES,13401001.0,2.0,2.0,50.0,4.0,1.0,1.0,0.0,0.12,3G,MC3G0038,18.09903,-15.978679999999999
