IDORDRE,Wilaya,Moughataa,Commune,LON,LAT,Type,Milieu,School Code,Name of the school,Locality Code,Classrooms,Divisions,Students,Teachers,Water,Electricity,Latrines,Tower_Distance,Type of Service,Tower Details,Tower_Latitude,Tower_Longitude
563,01-H Charghi,Djiguenni,Aoueinat Ez Bel,-8.8784,16.3782,Public,Rural,1040201,مدرسةرقم1,1305034,15,14,640,20,0,0,0,0.1,2G,MR2G0040,16.379083,-8.878389
567,01-H Charghi,Djiguenni,Beneamane,-9.0419,15.9838,Public,Rural,1040302,Hassi ehel elmebdou,1304009,1,2,37,1,0,0,0,33.62,No Service,MR2G0129,15.713528,-9.049972
568,01-H Charghi,Djiguenni,Beneamane,-9.04341,15.94435,Public,Rural,1040306,Sembour,1304015,3,5,63,2,0,0,0,25.68,No Service,MR2G0129,15.713528,-9.049972
566,01-H Charghi,Djiguenni,Beneamane,-8.94858,15.99036,Public,Rural,1040309,اهلسيداحمد,1304025,1,2,20,1,0,0,0,32.64,No Service,MR2G0129,15.713528,-9.049972
569,01-H Charghi,Djiguenni,Beneamane,-8.88297,15.96659,Public,Rural,1040301,عينالحول,1304023,2,6,125,3,0,0,0,33.33,No Service,MR2G0129,15.713528,-9.049972
570,01-H Charghi,Djiguenni,Beneamane,-8.78934,15.92448,Public,Rural,1040303,غازه,1304024,1,3,48,1,0,0,0,24.47,No Service,MA2G0066,15.731493,-8.679495
571,01-H Charghi,Djiguenni,Beneamane,-8.8805,16.0052,Public,Rural,1040305,فنيني,1304001,3,6,196,3,0,0,2,37.15,No Service,MR2G0129,15.713528,-9.049972
572,01-H Charghi,Djiguenni,Beneamane,-9.02512,15.97581,Public,Rural,1040304,كالعوطية+المبدوعة,1304013,3,6,153,2,0,0,0,29.29,No Service,MR2G0129,15.713528,-9.049972
573,01-H Charghi,Djiguenni,Djiguenni,-7.42435,15.754533,Public,Rural,1040106,EHLOUTHMAN,1301050,1,2,50,2,0,0,0,2.64,2G,MA2G0066,15.731493,-8.679495
574,01-H Charghi,Djiguenni,Djiguenni,-7.618317,15.7615,Public,Rural,1040109,ELKHOUDESS,1301039,2,2,17,1,0,0,0,4.27,2G,MA2G0066,15.731493,-8.679495
589,01-H Charghi,Djiguenni,Djiguenni,-8.76499,15.76308,Public,Rural,1040118,Hassi brahim,1301017,2,3,47,1,0,0,0,9.8,2G,MA2G0066,15.731493,-8.679495
576,01-H Charghi,Djiguenni,Djiguenni,-7.65565,15.769317,Public,Rural,1040104,HASSIELKHALVA,1301032,2,3,95,3,0,0,0,6.84,2G,MR2G0035,15.716333,-8.651972
592,01-H Charghi,Djiguenni,Djiguenni,-8.77755,15.73757,Public,Rural,1040105,Ighatha,1301016,4,7,347,6,0,0,0,10.52,2G,MA2G0066,15.731493,-8.679495
577,01-H Charghi,Djiguenni,Djiguenni,-8.663583,15.733033,Public,Urbain,1040121,JIGUENNI4,1301065,10,10,350,18,1,0,0,1.71,2G,MA2G0066,15.731493,-8.679495
578,01-H Charghi,Djiguenni,Djiguenni,-8.6629,15.73285,Public,Urbain,1040121,JUGNI1,1301065,10,10,350,18,1,0,0,1.78,2G,MA2G0066,15.731493,-8.679495
579,01-H Charghi,Djiguenni,Djiguenni,-6.76515,15.739333,Public,Rural,1040105,LIGATHA,1301016,4,7,347,6,0,0,0,10.52,2G,MA2G0066,15.731493,-8.679495
584,01-H Charghi,Djiguenni,Djiguenni,-8.58723,15.80338,Public,Rural,1040115,Marzigue,1301034,3,6,91,5,0,0,0,11.9,2G,MR2G0035,15.716333,-8.651972
580,01-H Charghi,Djiguenni,Djiguenni,-8.61539,15.708,Public,Rural,1040111,اكيل,1301030,2,2,29,2,0,0,0,4.02,2G,MR2G0035,15.716333,-8.651972
581,01-H Charghi,Djiguenni,Djiguenni,-8.66852,15.72367,Public,Urbain,1040116,السيف4,1301065,6,6,233,11,0,0,4,1.46,2G,MA2G0066,15.731493,-8.679495
582,01-H Charghi,Djiguenni,Djiguenni,-8.73491,15.7521,Public,Rural,1040107,الفاظلة+اهلحيماد,1301008,5,5,143,5,0,0,2,6.36,2G,MA2G0066,15.731493,-8.679495
583,01-H Charghi,Djiguenni,Djiguenni,-8.65244,15.75969,Public,Rural,1040109,القدس,1301039,2,2,17,1,0,0,0,4.27,2G,MA2G0066,15.731493,-8.679495
585,01-H Charghi,Djiguenni,Djiguenni,-8.67602,15.75502,Public,Rural,1040106,اهلعثمان,1301050,1,2,50,2,0,0,0,2.64,2G,MA2G0066,15.731493,-8.679495
586,01-H Charghi,Djiguenni,Djiguenni,-8.696,15.7298,Public,Urbain,1040103,جكن3المروة,1301065,6,6,251,8,0,0,8,1.78,2G,MA2G0066,15.731493,-8.679495
587,01-H Charghi,Djiguenni,Djiguenni,-8.66887,15.76218,Public,Urbain,1040101,جكني1,1301065,6,6,254,14,0,0,4,3.6,2G,MA2G0066,15.731493,-8.679495
588,01-H Charghi,Djiguenni,Djiguenni,-8.66458,15.74708,Public,Urbain,1040102,جكني2,1301065,9,9,352,12,0,0,4,2.36,2G,MA2G0066,15.731493,-8.679495
590,01-H Charghi,Djiguenni,Djiguenni,-8.62621,15.77267,Public,Rural,1040104,حاسيخلف,1301032,2,3,95,3,0,0,0,6.84,2G,MR2G0035,15.716333,-8.651972
591,01-H Charghi,Djiguenni,Djiguenni,-8.74666,15.69267,Public,Rural,1040108,شرواطة,1301020,1,2,68,1,0,0,0,8.39,2G,MA2G0066,15.731493,-8.679495
593,01-H Charghi,Djiguenni,Djiguenni,-8.71109,15.64958,Public,Rural,1040110,منتاحميديت,1301023,1,2,52,1,0,0,0,9.72,2G,MA2G0066,15.731493,-8.679495
599,01-H Charghi,Djiguenni,Feirenni,-8.74462,15.55831,Public,Rural,1040406,اطويل,1303011,2,2,42,1,0,0,0,20.18,No Service,MR2G0035,15.716333,-8.651972
600,01-H Charghi,Djiguenni,Feirenni,-8.90584,15.56396,Public,Rural,1040401,افيرني,1303005,3,6,185,3,0,0,0,22.65,No Service,MA2G0065,15.712561,-9.05053
602,01-H Charghi,Djiguenni,Feirenni,-8.78479,15.58258,Public,Rural,1040402,امالنور1,1303004,4,6,175,5,0,0,0,20.03,No Service,MA2G0066,15.731493,-8.679495
603,01-H Charghi,Djiguenni,Feirenni,-8.83498,15.57309,Public,Rural,1040411,بغداد2,1303009,1,2,46,1,0,0,0,24.24,No Service,MA2G0066,15.731493,-8.679495
604,01-H Charghi,Djiguenni,Feirenni,-8.93721,15.50156,Public,Rural,1040405,تجمعلغفيرات,1303019,3,6,211,3,0,0,0,26.42,No Service,MA2G0065,15.712561,-9.05053
614,01-H Charghi,Djiguenni,Ghlig Ehel Beye,-8.73716,15.95767,Public,Rural,1040604,Bouklal,1306002,4,6,170,5,0,0,4,25.9,No Service,MA2G0066,15.731493,-8.679495
609,01-H Charghi,Djiguenni,Ghlig Ehel Beye,-8.48963,16.02252,Public,Rural,1040607,ècolezegnoune,1306029,1,2,71,1,0,0,0,26.44,No Service,MR2G0036,16.252778,-8.427908
611,01-H Charghi,Djiguenni,Ghlig Ehel Beye,-8.71507,15.86258,Public,Rural,1040610,Ejar Legass,1306006,3,2,0,1,0,0,0,15.07,2G,MA2G0066,15.731493,-8.679495
612,01-H Charghi,Djiguenni,Ghlig Ehel Beye,-8.4821,15.96329,Public,Rural,1040601,Etweimiyat,1306026,2,3,56,1,0,0,0,32.71,No Service,MR2G0036,16.252778,-8.427908
616,01-H Charghi,Djiguenni,Ghlig Ehel Beye,-8.52024,16.01008,Public,Rural,1040608,Ghlig Ehel Beye,1306031,1,2,31,1,0,0,0,32.03,No Service,MA2G0066,15.731493,-8.679495
613,01-H Charghi,Djiguenni,Ghlig Ehel Beye,-8.66367,15.84931,Public,Rural,1040605,Iguemane,1306007,2,2,53,1,0,0,0,13.21,2G,MA2G0066,15.731493,-8.679495
617,01-H Charghi,Djiguenni,Ghlig Ehel Beye,-8.66542,15.98052,Public,Rural,1040602,Lebheir 1,1306038,1,2,66,1,0,0,0,27.73,No Service,MA2G0066,15.731493,-8.679495
624,01-H Charghi,Djiguenni,Kasr El Barke,-8.80888,15.71951,Public,Rural,1040513,Demendal,1307042,3,6,85,3,0,0,0,13.91,2G,MA2G0066,15.731493,-8.679495
620,01-H Charghi,Djiguenni,Kasr El Barke,-8.77886,15.66265,Public,Rural,1040507,El mehred,1307049,2,2,61,1,0,0,0,13.1,2G,MA2G0066,15.731493,-8.679495
626,01-H Charghi,Djiguenni,Kasr El Barke,-8.86497,15.69961,Public,Rural,1040501,Kasser el barka,1307038,2,6,101,2,0,0,0,19.86,2G,MR2G0129,15.713528,-9.049972
627,01-H Charghi,Djiguenni,Kasr El Barke,-8.86949,15.74547,Public,Rural,1040503,Lebneibary,1307037,2,3,134,3,0,0,0,19.64,2G,MR2G0129,15.713528,-9.049972
621,01-H Charghi,Djiguenni,Kasr El Barke,-8.94702,15.8173,Public,Rural,1040512,Tedenit,1307017,1,2,7,1,0,0,0,15.95,2G,MR2G0129,15.713528,-9.049972
629,01-H Charghi,Djiguenni,Kasr El Barke,-8.78551,15.76755,Public,Rural,1040510,Yenkek,1307036,1,2,39,1,0,0,0,12.03,2G,MA2G0066,15.731493,-8.679495
630,01-H Charghi,Djiguenni,Mabrouk,-7.576417,15.61205,Public,Rural,1040704,AMRAYCHA,1302017,3,6,136,4,0,0,0,13.89,2G,MR2G0035,15.716333,-8.651972
631,01-H Charghi,Djiguenni,Mabrouk,-7.51095,15.653633,Public,Rural,1040708,ASKYER,1302010,2,2,57,2,0,0,0,12.04,2G,MR2G0035,15.716333,-8.651972
632,01-H Charghi,Djiguenni,Mabrouk,-7.477683,15.800517,Public,Rural,1040707,EHLLMKHAYTIR,1302004,1,2,43,1,0,0,0,14.66,2G,MR2G0035,15.716333,-8.651972
634,01-H Charghi,Djiguenni,Mabrouk,-7.52735,15.691733,Public,Rural,1040716,HASSIALAK,1302008,2,2,48,1,0,0,0,13.12,2G,MA2G0067,15.632679,-8.413773
635,01-H Charghi,Djiguenni,Mabrouk,-7.510933,15.637267,Public,Rural,1040712,MBROUKELINA,1302013,3,6,176,3,0,0,0,1.56,2G,MA2G0067,15.632679,-8.413773
636,01-H Charghi,Djiguenni,Mabrouk,-11.35306667,15.61338333,Public,Rural,1040715,TCHILITTELKWAR,1302018,3,6,141,2,0,0,0,12.94,2G,MR2G0035,15.716333,-8.651972
637,01-H Charghi,Djiguenni,Mabrouk,-8.55674,15.65871,Public,Rural,1040708,اسكيرة,1302010,2,2,57,2,0,0,0,12.04,2G,MR2G0035,15.716333,-8.651972
638,01-H Charghi,Djiguenni,Mabrouk,-8.59494,15.64659,Public,Rural,1040703,اماصفيه,1302019,2,2,85,2,1,0,0,9.87,2G,MR2G0035,15.716333,-8.651972
639,01-H Charghi,Djiguenni,Mabrouk,-8.57937,15.61285,Public,Rural,1040704,امريشه,1302017,3,6,136,4,0,0,0,13.89,2G,MR2G0035,15.716333,-8.651972
640,01-H Charghi,Djiguenni,Mabrouk,-8.54851,15.80272,Public,Rural,1040707,اهللمخبطير,1302004,1,2,43,1,0,0,0,14.66,2G,MR2G0035,15.716333,-8.651972
641,01-H Charghi,Djiguenni,Mabrouk,-8.58991,15.54673,Public,Rural,1040714,بوكداله,1302035,1,2,52,1,0,0,0,20,2G,MR2G0035,15.716333,-8.651972
642,01-H Charghi,Djiguenni,Mabrouk,-8.70359,15.52958,Public,Rural,1040706,تشليتلحمار+اجريكاي,1302036,3,6,130,2,0,0,2,21.49,No Service,MR2G0035,15.716333,-8.651972
643,01-H Charghi,Djiguenni,Mabrouk,-8.50343,15.5572,Public,Rural,1040702,جيمي,1302014,2,6,82,6,0,0,0,12.75,2G,MA2G0067,15.632679,-8.413773
644,01-H Charghi,Djiguenni,Mabrouk,-8.42985,15.74996,Public,Rural,1040705,حاسالقظف,1302007,2,3,70,1,0,0,0,13.15,2G,MA2G0067,15.632679,-8.413773
645,01-H Charghi,Djiguenni,Mabrouk,-8.42577,15.62477,Public,Rural,1040712,مبروكاعلين,1302013,3,6,176,3,0,0,0,1.56,2G,MA2G0067,15.632679,-8.413773
227,01-H Charghi,N’Beikett Lehouach,Nbeikett Lehwache,-7.5319,16.443983,Public,Rural,1070113,HASSIEHILBABA,1701029,1,2,35,1,0,0,0,0.8,2G,MC2G0070,16.85086111,-5.938555556
228,01-H Charghi,N’Beikett Lehouach,Nbeikett Lehwache,-5.892267,16.6285,Public,Rural,1070119,HASSIEHILHADEMIN,1701019,1,1,59,1,0,0,0,0.8,2G,MC2G0070,16.85086111,-5.938555556
229,01-H Charghi,N’Beikett Lehouach,Nbeikett Lehwache,-6.521967,16.722017,Public,Rural,1070107,ILARCH,1701035,2,5,95,2,0,0,0,0.8,2G,MC2G0070,16.85086111,-5.938555556
233,01-H Charghi,N’Beikett Lehouach,Nbeikett Lehwache,-5.94525,16.849133,Public,Urbain,1070101,NBEYKITLAHWACH,1701001,4,6,294,6,1,1,6,0.8,2G,MC2G0070,16.85086111,-5.938555556
235,01-H Charghi,Néma,Achemime,-6.95993,16.71064,Public,Rural,1010201,Achmim,1402004,5,6,305,6,0,0,0,33.4,No Service,MA2G0061,16.6124,-7.2562
234,01-H Charghi,Néma,Achemime,-7.02652,16.72013,Public,Rural,1010202,ècolemkhaizin,1402006,1,2,17,1,0,0,0,27.24,No Service,MA2G0061,16.6124,-7.2562
236,01-H Charghi,Néma,Agoueinit,-7.478,16.71232,Public,Rural,1010307,ècoleabnabe,1410043,1,2,46,2,0,0,0,7.5,2G,MA2G0124,16.7135,-7.54843
237,01-H Charghi,Néma,Agoueinit,-7.30386,16.77521,Public,Rural,1010304,ècoleboukhzam2,1410036,2,2,74,1,0,0,0,17.34,3G,MC3G0268,16.62358333,-7.265916667
238,01-H Charghi,Néma,Agoueinit,-7.38505,16.62504,Public,Rural,1010316,ècoleengiyé+zedar,1410016,2,2,69,2,0,0,0,8.13,2G,MA2G0076,16.575287,-7.440936
239,01-H Charghi,Néma,Agoueinit,-7.59117,16.57776,Public,Rural,1010302,ècoleidriss,1410018,2,6,270,5,0,0,0,15.77,2G,MA2G0124,16.7135,-7.54843
240,01-H Charghi,Néma,Agoueinit,-7.57636,16.58952,Public,Rural,1010310,ècolekhabe,1410023,2,2,97,1,0,0,0,14.1,2G,MA2G0124,16.7135,-7.54843
241,01-H Charghi,Néma,Agoueinit,-7.75231,16.55988,Public,Rural,1010314,ècolemeymouna,1410005,1,2,39,1,0,0,0,12.09,2G,MA2G0075,16.470392,-7.687976
242,01-H Charghi,Néma,Agoueinit,-7.4936,16.55364,Public,Rural,1010306,ècolewerken2,1410020,2,3,123,2,0,0,0,6.11,2G,MA2G0076,16.575287,-7.440936
243,01-H Charghi,Néma,Agoueinit,-7.38505,16.62504,Public,Rural,1010316,ècolezedarnour,1410032,3,3,85,3,0,0,0,8.13,2G,MA2G0076,16.575287,-7.440936
247,01-H Charghi,Néma,Agoueinit,-7.5611,16.92505,Public,Rural,1010309,Idekouhar,1410001,5,6,158,4,0,0,0,23.56,No Service,MA2G0124,16.7135,-7.54843
245,01-H Charghi,Néma,Agoueinit,-7.38505,16.62504,Public,Rural,1010316,ازدارادريس,1410017,1,2,77,1,0,0,0,8.13,2G,MA2G0076,16.575287,-7.440936
246,01-H Charghi,Néma,Agoueinit,-7.44869,16.71949,Public,Rural,1010317,اكليبات,1410042,1,2,38,2,0,0,0,10.64,2G,MA2G0124,16.7135,-7.54843
248,01-H Charghi,Néma,Agoueinit,-7.28381,16.76838,Public,Rural,1010303,بوخزامه1,1410035,5,6,250,5,1,0,0,16.21,3G,MC3G0268,16.62358333,-7.265916667
249,01-H Charghi,Néma,Agoueinit,-7.58466,16.55042,Public,Rural,1010311,تفرقزينه,1410025,2,4,93,5,0,0,0,14.16,2G,MA2G0075,16.470392,-7.687976
250,01-H Charghi,Néma,Agoueinit,-7.57636,16.58952,Public,Rural,1010310,عينالسلامه,1410045,1,2,27,1,0,0,0,14.1,2G,MA2G0124,16.7135,-7.54843
251,01-H Charghi,Néma,Bangou,-6.94872,16.20179,Public,Rural,1010404,aboubekrnsedighe,1404020,3,6,192,3,0,0,0,24.61,No Service,MR2G0009,16.074931,-7.137483
252,01-H Charghi,Néma,Bangou,-6.99412,16.28242,Public,Urbain,1010401,banguou,1404001,6,7,417,7,0,0,0,27.69,No Service,MR2G0009,16.074931,-7.137483
266,01-H Charghi,Néma,Bangou,-6.78026,16.16748,Public,Rural,1010406,El guinyaye,1404031,2,2,69,1,0,0,0,39.52,No Service,MR2G0009,16.074931,-7.137483
255,01-H Charghi,Néma,Bangou,-7.09705,16.25201,Public,Rural,1010412,ezedar,1404007,2,3,103,1,0,0,0,20.16,No Service,MC2G0157,16.1092,-7.2133
256,01-H Charghi,Néma,Bangou,-6.7667,16.07156,Public,Rural,1010409,kattaouan,1404026,4,6,308,3,1,0,0,39.62,No Service,MR2G0009,16.074931,-7.137483
257,01-H Charghi,Néma,Bangou,-6.79138,16.08103,Public,Rural,1010420,laeneigra,1404027,1,2,35,1,0,0,0,36.99,No Service,MR2G0009,16.074931,-7.137483
258,01-H Charghi,Néma,Bangou,-7.03785,16.30944,Public,Rural,1010411,lembarat,1404004,1,2,80,1,0,0,0,27.34,No Service,MA2G0077,16.3519,-7.29021
259,01-H Charghi,Néma,Bangou,-7.05796,16.28827,Public,Rural,1010419,rhayine,1404005,1,2,28,1,0,0,0,25.2,No Service,MR2G0009,16.074931,-7.137483
260,01-H Charghi,Néma,Bangou,-6.87317,16.0963,Public,Rural,1010403,tobelberke,1404024,1,2,73,1,0,0,0,28.34,No Service,MR2G0009,16.074931,-7.137483
261,01-H Charghi,Néma,Bangou,-6.98876,16.19435,Public,Rural,1010407,zriba,1404016,2,2,78,1,0,0,0,20.7,No Service,MR2G0009,16.074931,-7.137483
263,01-H Charghi,Néma,Bangou,-7.06106,16.40511,Public,Rural,1010416,احسياتانتورجه,1404052,1,2,37,1,0,0,0,24.14,No Service,MR2G0128,16.474806,-7.275453
264,01-H Charghi,Néma,Bangou,-7.0416,16.38491,Public,Rural,1010408,احويريه,1404050,1,2,44,1,0,0,0,26.78,No Service,MA2G0077,16.3519,-7.29021
265,01-H Charghi,Néma,Bangou,-6.91708,16.24893,Public,Rural,1010410,الزرك,1404034,3,6,154,2,0,0,0,30.47,No Service,MR2G0009,16.074931,-7.137483
267,01-H Charghi,Néma,Bangou,-7.03672,16.41717,Public,Rural,1010402,بوبطيح,1404051,1,2,53,1,0,0,0,26.25,No Service,MR2G0128,16.474806,-7.275453
268,01-H Charghi,Néma,Bangou,-6.87145,16.1595,Public,Rural,1010421,دارالسلا(كير),1404032,2,2,64,1,0,0,0,29.93,No Service,MR2G0009,16.074931,-7.137483
271,01-H Charghi,Néma,Beribavat,-7.51822,16.47917,Public,Rural,1010501,ècoleberibabe,1408023,4,6,211,6,0,0,1,13.49,2G,MA2G0076,16.575287,-7.440936
272,01-H Charghi,Néma,Beribavat,-7.72492,16.30795,Public,Rural,1010503,ècolejegre1,1408011,1,2,39,1,0,0,0,18.49,2G,MA2G0075,16.470392,-7.687976
276,01-H Charghi,Néma,Beribavat,-7.54776,16.529,Public,Rural,1010504,Sava Mdeivine,1408001,2,3,116,3,0,0,0,13.25,2G,MA2G0076,16.575287,-7.440936
274,01-H Charghi,Néma,Beribavat,-7.74926,16.31625,Public,Rural,1010505,الجكره2,1408010,1,1,42,1,0,0,0,16.34,2G,MR2G0127,16.389278,-7.882167
275,01-H Charghi,Néma,Beribavat,-7.74926,16.31625,Public,Rural,1010505,السليمانيه,1408009,4,6,174,4,0,0,0,16.34,2G,MR2G0127,16.389278,-7.882167
277,01-H Charghi,Néma,El Mabrouk,-7.41026,16.28914,Public,Rural,1010606,ècoleelmedroum,1407012,3,6,152,7,0,0,0,14.59,2G,MA2G0077,16.3519,-7.29021
278,01-H Charghi,Néma,El Mabrouk,-7.28651,16.43644,Public,Rural,1010604,ecoleemattlekarich,1407020,4,6,191,5,0,0,0,4.43,2G,MR2G0128,16.474806,-7.275453
279,01-H Charghi,Néma,El Mabrouk,-7.28256,16.3413,Public,Rural,1010608,ècolenour2,1407017,1,2,44,1,0,0,0,1.43,2G,MA2G0077,16.3519,-7.29021
283,01-H Charghi,Néma,El Mabrouk,-7.35759,16.27611,Public,Rural,1010602,Ekreiat Jerka,1407013,1,2,56,1,0,0,0,11.08,2G,MA2G0077,16.3519,-7.29021
290,01-H Charghi,Néma,El Mabrouk,-7.4144,16.5813,Public,Rural,1010611,Magham teissir,1407035,2,3,105,3,0,0,0,2.91,2G,MA2G0076,16.575287,-7.440936
284,01-H Charghi,Néma,El Mabrouk,-7.37054,16.38711,Public,Rural,1010601,المبروك1,1407038,4,6,208,5,0,0,0,9.42,2G,MA2G0077,16.3519,-7.29021
285,01-H Charghi,Néma,El Mabrouk,-7.40484,16.32811,Public,Rural,1010605,النجام,1407008,1,2,34,1,0,0,0,12.51,2G,MA2G0077,16.3519,-7.29021
287,01-H Charghi,Néma,El Mabrouk,-7.43567,16.33489,Public,Rural,1010609,لعميريات,1407007,1,2,25,1,0,0,0,15.64,2G,MA2G0077,16.3519,-7.29021
289,01-H Charghi,Néma,El Mabrouk,-7.33168,16.37017,Public,Rural,1010610,مدرسةحاسىاحمادى,1407033,2,3,71,2,0,0,0,4.87,2G,MA2G0077,16.3519,-7.29021
293,01-H Charghi,Néma,Hassi Etile,-7.17601,16.23122,Public,Rural,1010705,ecolediba,1405009,1,2,29,1,0,0,0,14.14,2G,MC2G0157,16.1092,-7.2133
294,01-H Charghi,Néma,Hassi Etile,-7.38972,16.22425,Public,Rural,1010712,ècoleesbea,1405031,1,2,67,1,0,0,2,17.73,2G,MA2G0077,16.3519,-7.29021
300,01-H Charghi,Néma,Hassi Etile,-7.40214,16.12987,Public,Rural,1010715,Lebeidy,1405039,1,1,51,1,0,0,0,16.81,2G,MC2G0157,16.1092,-7.2133
297,01-H Charghi,Néma,Hassi Etile,-7.33281,16.14363,Public,Rural,1010702,الشعبة1+3,1405032,1,3,130,2,0,0,0,13.33,2G,MC2G0157,16.1092,-7.2133
298,01-H Charghi,Néma,Hassi Etile,-7.19527,16.23616,Public,Rural,1010718,امليح2,1405013,1,2,30,1,0,0,0,14.25,2G,MC2G0157,16.1092,-7.2133
299,01-H Charghi,Néma,Hassi Etile,-7.30381,16.19223,Public,Rural,1010708,فرعالكتان1,1405030,2,2,77,1,0,0,0,13.37,2G,MC2G0157,16.1092,-7.2133
301,01-H Charghi,Néma,Hassi Etile,-7.19527,16.23616,Public,Rural,1010703,لميلح1,1405014,3,6,148,2,0,0,0,14.25,2G,MC2G0157,16.1092,-7.2133
302,01-H Charghi,Néma,Hassi Etile,-7.34426,16.11529,Public,Rural,1010707,مدرسةاعويناتاظل,1405039,2,2,83,2,0,0,0,14.01,2G,MC2G0157,16.1092,-7.2133
303,01-H Charghi,Néma,Hassi Etile,-7.17225,16.27063,Public,Rural,1010701,مدرسةحاسياتيل,1405050,4,6,173,4,0,0,4,15.5,2G,MA2G0077,16.3519,-7.29021
304,01-H Charghi,Néma,Hassi Etile,-7.23451,16.21019,Public,Rural,1010706,مدرسةطيب1,1405021,1,2,25,1,0,0,0,11.46,2G,MC2G0157,16.1092,-7.2133
305,01-H Charghi,Néma,Hassi Etile,-7.20391,16.19533,Public,Rural,1010711,مدرسةلمبيغد,1405016,1,2,29,1,0,0,0,9.63,2G,MC2G0157,16.1092,-7.2133
306,01-H Charghi,Néma,Hassi Etile,-7.25338,16.20821,Public,Rural,1010709,مرسرسةفرعالكتان2,1405029,1,2,26,1,0,0,0,11.81,2G,MC2G0157,16.1092,-7.2133
307,01-H Charghi,Néma,Jreif,-7.22981,16.48636,Public,Rural,1010802,ecolechouaba2,1403004,3,4,134,3,0,0,0,5.03,2G,MR2G0128,16.474806,-7.275453
308,01-H Charghi,Néma,Jreif,-7.08224,16.46591,Public,Rural,1010808,ecoleissil,1403001,1,2,27,1,0,0,0,20.63,No Service,MR2G0128,16.474806,-7.275453
309,01-H Charghi,Néma,Jreif,-7.19803,16.31844,Public,Rural,1010803,ecolelemssegme,1403019,3,6,162,4,0,0,0,10.52,2G,MA2G0077,16.3519,-7.29021
310,01-H Charghi,Néma,Jreif,-7.11969,16.4227,Public,Rural,1010805,ادبايسايلة,1403012,1,2,75,1,0,0,0,17.59,2G,MR2G0128,16.474806,-7.275453
311,01-H Charghi,Néma,Jreif,-7.08782,16.46333,Public,Rural,1010810,الصنيكه,1403010,1,2,69,1,0,0,0,20.05,No Service,MR2G0128,16.474806,-7.275453
312,01-H Charghi,Néma,Jreif,-7.18975,16.49806,Public,Rural,1010801,مدرسةالجريف,1403003,7,6,175,6,0,0,2,9.5,2G,MR2G0128,16.474806,-7.275453
313,01-H Charghi,Néma,Jreif,-7.08018,16.49447,Public,Rural,1010807,مدرسةالغار,1403016,1,2,38,1,0,0,0,20.94,No Service,MR2G0128,16.474806,-7.275453
314,01-H Charghi,Néma,Jreif,-7.08018,16.49447,Public,Rural,1010807,مدرسةسايلة,1403007,4,6,102,4,0,0,0,20.94,No Service,MR2G0128,16.474806,-7.275453
315,01-H Charghi,Néma,Néma,-7.27338,16.62243,Public,Urbain,1010105,ecole5,1401005,8,12,735,20,1,0,0,0.07,3G,MR3G0009,16.612542,-7.257564
316,01-H Charghi,Néma,Néma,-7.255117,16.613667,Public,Urbain,1010110,NEMA10,1401005,12,12,511,17,0,0,3,0.18,2G,MA2G0061,16.6124,-7.2562
317,01-H Charghi,Néma,Néma,-7.247667,16.618017,Public,Urbain,1010102,NEMA2,1401005,15,11,608,18,0,0,3,1.1,2G,MA2G0061,16.6124,-7.2562
318,01-H Charghi,Néma,Néma,-7.247667,16.618017,Public,Urbain,1010102,NEMA2,1401005,8,11,445,18,0,0,4,1.1,2G,MA2G0061,16.6124,-7.2562
320,01-H Charghi,Néma,Néma,-7.26658,16.60797,Public,Urbain,1010106,الشوفية,1401005,8,14,764,23,0,0,4,0.88,3G,MA3G0125,16.61528,-7.2698
321,01-H Charghi,Néma,Néma,-7.25447,16.61344,Public,Urbain,1010101,الفاروق,1401005,10,11,570,17,1,0,4,0.22,2G,MA2G0061,16.6124,-7.2562
323,01-H Charghi,Néma,Néma,-7.25446,16.61394,Public,Urbain,1010102,النعمة2,1401005,15,11,608,18,0,0,3,0.25,2G,MA2G0061,16.6124,-7.2562
325,01-H Charghi,Néma,Néma,-7.25446,16.61394,Public,Urbain,1010102,مدرسةالنعمه3,1401005,15,11,608,18,0,0,3,0.25,2G,MA2G0061,16.6124,-7.2562
332,01-H Charghi,Néma,Noual,-7.93071,16.60462,Public,Rural,1010901,Inewel,1409026,2,5,116,6,0,0,0,27.16,No Service,MR2G0127,16.389278,-7.882167
333,01-H Charghi,Néma,Noual,-7.83922,16.64384,Public,Rural,1010904,Wad,1409013,1,2,28,1,0,0,0,25.14,No Service,MA2G0075,16.470392,-7.687976
331,01-H Charghi,Néma,Noual,-7.81477,16.42942,Public,Rural,1010903,الشاميه,1409029,3,6,108,4,0,0,0,8.46,2G,MR2G0127,16.389278,-7.882167
334,01-H Charghi,Néma,Noual,-7.82062,16.55406,Public,Rural,1010902,وزين,1409027,7,6,263,9,1,0,2,16.93,2G,MA2G0075,16.470392,-7.687976
335,01-H Charghi,Néma,Oum Avnadech,-7.52935,16.30445,Public,Rural,1011013,aineouladwiss,1406121,2,2,56,1,0,0,0,25.04,No Service,MA2G0075,16.470392,-7.687976
337,01-H Charghi,Néma,Oum Avnadech,-7.54714,16.18725,Public,Rural,1011017,bekra,1406161,1,2,47,1,0,0,0,32.97,No Service,MA2G0077,16.3519,-7.29021
