IDORDRE,Wilaya,Moughataa,Commune,LON,LAT,Type,Milieu,School Code,Name of the school,Locality Code,Classrooms,Divisions,Students,Teachers,Water,Electricity,Latrines,Tower_Distance,Type of Service,Tower Details,Tower_Latitude,Tower_Longitude
665,02-Hodh Gharbi,Aïoun El Atrouss,Aïoun El Atrouss,-9.61053,16.66217,Public,Urbain,2010102,الصديق,2101029,6,6,278,11,0,0,0,0.59,2G,MC2G0165,16.661,-9.6159
666,02-Hodh Gharbi,Aïoun El Atrouss,Aïoun El Atrouss,-9.57912,16.66265,Public,Urbain,2010121,الفايز,2101003,2,2,55,7,0,0,0,0.87,3G,MC3G0270,16.664735,-9.587006
667,02-Hodh Gharbi,Aïoun El Atrouss,Aïoun El Atrouss,-9.60433,16.66473,Public,Rural,2010110,المنبع1,2101004,6,6,124,9,0,0,0,0.72,2G,MC2G0003,16.65849999,-9.602583268
668,02-Hodh Gharbi,Aïoun El Atrouss,Aïoun El Atrouss,-9.59818,16.66146,Public,Urbain,2010101,بنتخويلد,2101029,9,18,834,26,1,0,3,0.57,2G,MC2G0003,16.65849999,-9.602583268
669,02-Hodh Gharbi,Aïoun El Atrouss,Aïoun El Atrouss,-9.61295,16.64767,Public,Urbain,2010106,عثمانعفان,2101029,6,6,314,12,1,0,4,1.23,3G,MA3G0117,16.656546,-9.606126
670,02-Hodh Gharbi,Aïoun El Atrouss,Beneamane,-9.58465,16.54455,Public,Rural,2010217,ابيشيش,2105002,2,2,51,3,0,0,0,12.51,2G,MA2G0060,16.6472,-9.6328
671,02-Hodh Gharbi,Aïoun El Atrouss,Beneamane,-9.51238,16.44242,Public,Rural,2010211,اتريد,2105016,1,1,30,1,0,0,0,20.75,No Service,MR2G0032,16.574722,-9.375111
672,02-Hodh Gharbi,Aïoun El Atrouss,Beneamane,-9.67786,16.42972,Public,Rural,2010204,ادبايبوسيف,2105027,2,3,57,2,0,0,0,24.66,No Service,MA2G0060,16.6472,-9.6328
673,02-Hodh Gharbi,Aïoun El Atrouss,Beneamane,-9.4683,16.42913,Public,Rural,2010209,اصليحيةالشرقية,2105015,1,1,23,1,0,0,0,17.71,2G,MA2G0062,16.514605,-9.328154
674,02-Hodh Gharbi,Aïoun El Atrouss,Beneamane,-9.64805,16.35351,Public,Rural,2010207,اقليكاولاحله,2105026,2,2,35,3,0,0,0,19.97,2G,MA2G0149,16.19783,-9.55474
676,02-Hodh Gharbi,Aïoun El Atrouss,Beneamane,-9.58867,16.42659,Public,Rural,2010205,الشلخه,2105026,3,3,59,3,0,0,0,24.98,No Service,MA2G0060,16.6472,-9.6328
677,02-Hodh Gharbi,Aïoun El Atrouss,Beneamane,-9.55405,16.48442,Public,Rural,2010216,ترني,2105007,2,3,69,4,0,0,0,19.93,3G,MA3G0117,16.656546,-9.606126
678,02-Hodh Gharbi,Aïoun El Atrouss,Beneamane,-9.56939,16.28641,Public,Rural,2010202,حاسيحمادي,2105019,1,2,18,5,0,0,0,9.97,2G,MA2G0149,16.19783,-9.55474
679,02-Hodh Gharbi,Aïoun El Atrouss,Beneamane,-9.55854,16.38321,Public,Rural,2010208,كونكل,2105017,6,6,156,13,0,0,0,20.62,No Service,MA2G0149,16.19783,-9.55474
680,02-Hodh Gharbi,Aïoun El Atrouss,Beneamane,-9.623,16.3566,Public,Rural,2010201,مصعب,2105021,3,4,59,4,1,0,0,19.1,2G,MA2G0149,16.19783,-9.55474
701,02-Hodh Gharbi,Aïoun El Atrouss,Doueirare,-10.07947,16.71818,Public,Rural,2010320,Bouameize,2103014,1,2,28,1,0,0,0,29.33,No Service,MR2G0133,16.528333,-9.888417
681,02-Hodh Gharbi,Aïoun El Atrouss,Doueirare,-9.9254,16.491333,Public,Rural,2010326,DWERARE3,2103001,6,6,177,9,0,0,0,5.7,2G,MR2G0133,16.528333,-9.888417
682,02-Hodh Gharbi,Aïoun El Atrouss,Doueirare,-9.929733,16.47885,Public,Rural,2010327,DWERARE4,2103001,6,6,243,10,0,0,0,7.05,2G,MR2G0133,16.528333,-9.888417
688,02-Hodh Gharbi,Aïoun El Atrouss,Doueirare,-9.69465,16.61701,Public,Rural,2010302,Eghlig Ehel Henany,2103036,4,4,105,5,0,0,0,7.4,2G,MA2G0060,16.6472,-9.6328
683,02-Hodh Gharbi,Aïoun El Atrouss,Doueirare,-9.960383,16.64325,Public,Rural,2010323,EYZNAYE,2103017,1,2,46,3,0,0,0,14.89,2G,MA2G0059,16.529045,-9.887465
689,02-Hodh Gharbi,Aïoun El Atrouss,Doueirare,-9.99385,16.46947,Public,Rural,2010312,Rayane,2103002,2,4,81,1,0,0,0,3.03,2G,MC2G0197,16.4425,-9.99
684,02-Hodh Gharbi,Aïoun El Atrouss,Doueirare,-10.051567,16.563933,Public,Rural,2010324,TAMORETELKHADRE,2103009,1,2,51,1,0,0,0,14.26,2G,MC2G0197,16.4425,-9.99
685,02-Hodh Gharbi,Aïoun El Atrouss,Doueirare,-9.98203,16.56371,Public,Rural,2010316,اخويويره,2103018,2,4,95,1,1,0,0,10.73,2G,MR2G0133,16.528333,-9.888417
687,02-Hodh Gharbi,Aïoun El Atrouss,Doueirare,-9.92471,16.4865,Public,Rural,2010301,ادويراه1,2103001,6,6,342,9,1,0,0,6.05,2G,MR2G0133,16.528333,-9.888417
690,02-Hodh Gharbi,Aïoun El Atrouss,Doueirare,-9.85439,16.54269,Public,Rural,2010313,المخيشبة,2103024,2,2,75,3,1,0,0,3.84,2G,MA2G0059,16.529045,-9.887465
691,02-Hodh Gharbi,Aïoun El Atrouss,Doueirare,-9.82714,16.57584,Public,Rural,2010315,المدينة,2103030,1,2,50,2,0,0,0,8.27,2G,MA2G0059,16.529045,-9.887465
692,02-Hodh Gharbi,Aïoun El Atrouss,Doueirare,-10.05239,16.49802,Public,Rural,2010321,بدر2,2103007,2,2,60,1,0,0,0,9.08,2G,MC2G0197,16.4425,-9.99
694,02-Hodh Gharbi,Aïoun El Atrouss,Doueirare,-10.04883,16.4754,Public,Rural,2010319,تمجمعمدارسالملحس,2103004,7,7,336,9,1,0,0,7.26,2G,MC2G0197,16.4425,-9.99
695,02-Hodh Gharbi,Aïoun El Atrouss,Doueirare,-9.74309,16.58861,Public,Rural,2010304,داراسلا1,2103033,4,4,154,6,1,0,0,13.44,2G,MA2G0060,16.6472,-9.6328
696,02-Hodh Gharbi,Aïoun El Atrouss,Doueirare,-9.83946,16.61853,Public,Rural,2010305,سوكنى,2103028,3,6,133,6,0,0,0,11.19,2G,MA2G0059,16.529045,-9.887465
697,02-Hodh Gharbi,Aïoun El Atrouss,Doueirare,-9.87359,16.5257,Public,Rural,2010310,مدرسةارديدات,2103022,3,3,81,4,1,0,0,1.53,2G,MA2G0059,16.529045,-9.887465
698,02-Hodh Gharbi,Aïoun El Atrouss,Doueirare,-9.9052,16.4983,Public,Rural,2010309,مدرسةالصفا2,2103020,5,6,147,10,1,0,0,3.79,2G,MR2G0133,16.528333,-9.888417
699,02-Hodh Gharbi,Aïoun El Atrouss,Doueirare,-9.78964,16.59286,Public,Rural,2010303,مدرسةالعلى,2103032,1,2,34,2,0,0,0,12.61,2G,MA2G0059,16.529045,-9.887465
700,02-Hodh Gharbi,Aïoun El Atrouss,Doueirare,-9.81745,16.54636,Public,Rural,2010307,مدرسةبغداد,2103026,4,6,170,7,1,0,0,7.71,2G,MA2G0059,16.529045,-9.887465
702,02-Hodh Gharbi,Aïoun El Atrouss,Doueirare,-9.7878,16.56335,Public,Rural,2010308,مدرسةبيظتالماء,2103027,4,6,166,8,0,0,0,11.29,2G,MA2G0059,16.529045,-9.887465
703,02-Hodh Gharbi,Aïoun El Atrouss,Egjert,-9.294583,16.576417,Public,Rural,2010435,BERLLA,2106021,1,2,34,1,0,0,0,7.75,2G,MA2G0062,16.514605,-9.328154
704,02-Hodh Gharbi,Aïoun El Atrouss,Egjert,-9.494517,16.634517,Public,Rural,2010431,DARNAIEM,2106066,3,3,68,6,0,0,0,10.41,3G,MC3G0270,16.664735,-9.587006
705,02-Hodh Gharbi,Aïoun El Atrouss,Egjert,-9.38636,16.57018,Public,Rural,2010417,egeniehlemagha1,2106046,2,3,61,3,0,0,0,1.3,2G,MR2G0032,16.574722,-9.375111
706,02-Hodh Gharbi,Aïoun El Atrouss,Egjert,-9.3069,16.4773,Public,Rural,2010401,EGJERT,2106009,7,7,235,10,1,0,4,4.73,2G,MA2G0062,16.514605,-9.328154
707,02-Hodh Gharbi,Aïoun El Atrouss,Egjert,-9.304633,16.48545,Public,Rural,2010421,EGJERTELMEL,2106010,4,6,170,8,0,0,0,4.1,2G,MA2G0062,16.514605,-9.328154
716,02-Hodh Gharbi,Aïoun El Atrouss,Egjert,-9.48223,16.47058,Public,Rural,2010409,Egrenvela,2106085,2,2,36,3,0,0,0,16.26,2G,MR2G0032,16.574722,-9.375111
718,02-Hodh Gharbi,Aïoun El Atrouss,Egjert,-9.24015,16.29375,Public,Rural,2010415,El basra,2106004,1,2,23,1,0,0,0,7.42,2G,MR2G0090,16.279444,-9.308056
717,02-Hodh Gharbi,Aïoun El Atrouss,Egjert,-9.46839,16.56193,Public,Rural,2010408,El berbchiya 1,2106081,1,1,28,1,0,0,0,10.04,2G,MR2G0032,16.574722,-9.375111
708,02-Hodh Gharbi,Aïoun El Atrouss,Egjert,-9.490833,16.633467,Public,Rural,2010434,JDEDA,2106068,3,3,75,5,0,0,0,10.82,3G,MC3G0270,16.664735,-9.587006
709,02-Hodh Gharbi,Aïoun El Atrouss,Egjert,-9.38636,16.57018,Public,Rural,2010424,magha2,2106041,2,2,36,3,0,0,0,1.3,2G,MR2G0032,16.574722,-9.375111
721,02-Hodh Gharbi,Aïoun El Atrouss,Egjert,-9.48362,16.51357,Public,Rural,2010428,Tatraret,2106083,1,2,25,1,1,0,0,13.42,2G,MR2G0032,16.574722,-9.375111
710,02-Hodh Gharbi,Aïoun El Atrouss,Egjert,-9.312433,16.76745,Public,Rural,2010437,VARETALHE,2106056,1,2,43,1,0,0,0,22.45,No Service,MR2G0032,16.574722,-9.375111
711,02-Hodh Gharbi,Aïoun El Atrouss,Egjert,-9.19026,16.3931,Public,Rural,2010404,ابلمحاظر,2106003,1,2,14,2,0,0,0,7.69,2G,MR2G0096,16.44525,-9.237667
712,02-Hodh Gharbi,Aïoun El Atrouss,Egjert,-9.26416,16.51275,Public,Rural,2010402,اعويناتاصراك,2106012,2,3,30,2,0,0,0,6.83,2G,MA2G0062,16.514605,-9.328154
713,02-Hodh Gharbi,Aïoun El Atrouss,Egjert,-9.23906,16.44179,Public,Rural,2010407,اكافه,2106007,2,2,25,2,0,0,0,0.41,2G,MR2G0096,16.44525,-9.237667
714,02-Hodh Gharbi,Aïoun El Atrouss,Egjert,-9.31313,16.47281,Public,Rural,2010401,اكجرت,2106009,7,7,235,10,1,0,4,4.92,2G,MA2G0062,16.514605,-9.328154
715,02-Hodh Gharbi,Aïoun El Atrouss,Egjert,-9.30278,16.48644,Public,Rural,2010421,اكجرتالامل,2106010,4,6,170,8,0,0,0,4.14,2G,MA2G0062,16.514605,-9.328154
719,02-Hodh Gharbi,Aïoun El Atrouss,Egjert,-9.20601,16.443,Public,Rural,2010414,التيشليت,2106002,1,2,35,2,0,0,0,3.39,2G,MR2G0096,16.44525,-9.237667
720,02-Hodh Gharbi,Aïoun El Atrouss,Egjert,-9.16627,16.44891,Public,Rural,2010429,انبيكةلعتاريس,2106011,2,4,84,4,0,0,0,7.63,2G,MR2G0096,16.44525,-9.237667
722,02-Hodh Gharbi,Aïoun El Atrouss,Egjert,-9.24724,16.6772,Public,Rural,2010418,توردين,2106019,1,2,49,1,0,0,0,17.76,2G,MR2G0032,16.574722,-9.375111
723,02-Hodh Gharbi,Aïoun El Atrouss,Egjert,-9.26644,16.45549,Public,Rural,2010405,حفرةتادريص,2106008,1,1,33,1,0,0,0,3.27,2G,MR2G0096,16.44525,-9.237667
724,02-Hodh Gharbi,Aïoun El Atrouss,Egjert,-9.37297,16.57566,Public,Rural,2010412,دارالسلام3,2106045,2,4,106,4,1,0,0,0.25,2G,MR2G0032,16.574722,-9.375111
725,02-Hodh Gharbi,Aïoun El Atrouss,Egjert,-9.49477,16.63791,Public,Rural,2010431,دارالنعيم,2106066,3,3,68,6,0,0,0,10.27,3G,MC3G0270,16.664735,-9.587006
726,02-Hodh Gharbi,Aïoun El Atrouss,Egjert,-9.28122,16.32019,Public,Rural,2010411,صوانه,2106005,1,2,43,1,0,0,0,5.36,2G,MR2G0090,16.279444,-9.308056
727,02-Hodh Gharbi,Aïoun El Atrouss,Egjert,-9.32973,16.51721,Public,Rural,2010420,عرفات,2106023,1,1,25,2,0,0,0,0.33,2G,MA2G0062,16.514605,-9.328154
728,02-Hodh Gharbi,Aïoun El Atrouss,Egjert,-9.3425,16.65715,Public,Rural,2010403,فوكس,2106054,1,2,27,2,0,0,0,9.8,2G,MR2G0032,16.574722,-9.375111
729,02-Hodh Gharbi,Aïoun El Atrouss,Egjert,-9.49477,16.63791,Public,Rural,2010406,كطعالبيب,2106006,1,2,6,1,1,0,0,10.27,3G,MC3G0270,16.664735,-9.587006
730,02-Hodh Gharbi,Aïoun El Atrouss,N’Savenni,-9.775133,16.74285,Public,Rural,2010511,DBAYESONDAJE,2102004,2,3,65,1,1,0,0,18.23,3G,MC3G0271,16.67158333,-9.620944444
731,02-Hodh Gharbi,Aïoun El Atrouss,N’Savenni,-9.675683,16.797783,Public,Rural,2010521,EGNIEWLADMALK,2102037,3,2,57,1,0,0,0,15.2,3G,MC3G0271,16.67158333,-9.620944444
732,02-Hodh Gharbi,Aïoun El Atrouss,N’Savenni,-9.63977,16.70088,Public,Rural,2010507,elmedoub,2102036,2,3,80,2,0,0,0,14.37,3G,MC3G0271,16.67158333,-9.620944444
733,02-Hodh Gharbi,Aïoun El Atrouss,N’Savenni,-9.645533,16.91675,Public,Rural,2010523,ELMSYEL,2102020,1,2,34,1,0,0,0,27.39,No Service,MC3G0271,16.67158333,-9.620944444
734,02-Hodh Gharbi,Aïoun El Atrouss,N’Savenni,-9.83521,16.75681,Public,Rural,2010508,essavra,2102046,1,2,46,1,0,0,0,24.71,No Service,MC3G0271,16.67158333,-9.620944444
736,02-Hodh Gharbi,Aïoun El Atrouss,N’Savenni,-9.67073,16.64504,Public,Rural,2010512,tfrakzyna,2102045,1,2,22,2,0,0,0,4.05,2G,MA2G0060,16.6472,-9.6328
737,02-Hodh Gharbi,Aïoun El Atrouss,N’Savenni,-9.56461,16.72552,Public,Rural,2010509,احسيلغنم,2102027,1,2,31,1,0,0,0,7.17,3G,MC3G0270,16.664735,-9.587006
738,02-Hodh Gharbi,Aïoun El Atrouss,N’Savenni,-9.76405,16.71623,Public,Rural,2010502,ادبايانصفني,2102005,2,3,65,1,0,0,0,15.94,2G,MR2G0006,16.654451,-9.629001
739,02-Hodh Gharbi,Aïoun El Atrouss,N’Savenni,-9.77634,16.74268,Public,Rural,2010511,ادبايصونداج,2102004,2,3,65,1,1,0,0,18.34,3G,MC3G0271,16.67158333,-9.620944444
740,02-Hodh Gharbi,Aïoun El Atrouss,N’Savenni,-9.70614,16.67384,Public,Rural,2010503,البربارة,2102042,3,6,191,6,0,0,0,8.36,2G,MA2G0060,16.6472,-9.6328
741,02-Hodh Gharbi,Aïoun El Atrouss,N’Savenni,-9.54128,16.80221,Public,Rural,2010515,العكله,2102032,1,2,34,1,0,0,0,16.04,3G,MC3G0270,16.664735,-9.587006
742,02-Hodh Gharbi,Aïoun El Atrouss,N’Savenni,-9.76589,16.81241,Public,Rural,2010519,امبيز,2102035,1,2,37,1,0,0,0,21.99,No Service,MC3G0271,16.67158333,-9.620944444
743,02-Hodh Gharbi,Aïoun El Atrouss,N’Savenni,-9.76376,16.83809,Public,Rural,2010514,امجيبير,2102012,1,2,31,1,0,0,0,23.96,No Service,MC3G0271,16.67158333,-9.620944444
744,02-Hodh Gharbi,Aïoun El Atrouss,N’Savenni,-9.77317,16.76771,Public,Rural,2010501,انصفني,2102001,6,6,159,9,1,0,4,19.42,3G,MC3G0271,16.67158333,-9.620944444
745,02-Hodh Gharbi,Aïoun El Atrouss,N’Savenni,-9.85321,16.80632,Public,Rural,2010516,لبعر,2102010,2,2,41,1,0,0,0,28.92,No Service,MC3G0271,16.67158333,-9.620944444
746,02-Hodh Gharbi,Aïoun El Atrouss,N’Savenni,-9.54517,16.87946,Public,Rural,2010506,مدرسةتار,2102022,3,6,148,3,0,0,0,24.29,No Service,MC3G0270,16.664735,-9.587006
747,02-Hodh Gharbi,Aïoun El Atrouss,N’Savenni,-9.5669,16.74101,Public,Rural,2010504,مكانة,2102028,5,5,95,7,0,0,0,8.75,3G,MC3G0270,16.664735,-9.587006
748,02-Hodh Gharbi,Aïoun El Atrouss,Oum Lahyadh,-8.720733,16.692283,Public,Rural,2010631,BOUJNAH+EGNI,2107046,1,2,21,1,0,0,0,38.57,No Service,MA2G0143,16.37937,-8.87696
749,02-Hodh Gharbi,Aïoun El Atrouss,Oum Lahyadh,-8.871667,16.606167,Public,Rural,2010605,EGDERNIT,2107058,2,2,50,1,0,0,0,24.05,No Service,MA2G0070,16.419691,-8.985975
750,02-Hodh Gharbi,Aïoun El Atrouss,Oum Lahyadh,-8.746967,16.724417,Public,Rural,2010636,EHLBERKA+EHLSIDI,2107052,1,1,24,1,0,0,0,40.79,No Service,MA2G0143,16.37937,-8.87696
751,02-Hodh Gharbi,Aïoun El Atrouss,Oum Lahyadh,-8.78495,16.6155,Public,Rural,2010632,EKCHVEKT,2107043,1,2,42,1,0,0,0,28.03,No Service,MA2G0143,16.37937,-8.87696
752,02-Hodh Gharbi,Aïoun El Atrouss,Oum Lahyadh,-9.0459,16.439167,Public,Rural,2010622,ELHDRA,2107017,1,2,25,1,0,0,0,6.75,2G,MA2G0070,16.419691,-8.985975
753,02-Hodh Gharbi,Aïoun El Atrouss,Oum Lahyadh,-9.014883,16.4338,Public,Rural,2010619,ELKHAMGA,2107025,2,2,23,2,0,0,0,3.46,2G,MA2G0070,16.419691,-8.985975
754,02-Hodh Gharbi,Aïoun El Atrouss,Oum Lahyadh,-8.767383,16.761833,Public,Rural,2010628,ELMBROUK3,2107051,1,2,20,1,0,0,0,44.1,No Service,MA2G0143,16.37937,-8.87696
755,02-Hodh Gharbi,Aïoun El Atrouss,Oum Lahyadh,-8.7397,16.5946,Public,Rural,2010603,ELMDHLOUM,2107040,1,2,17,1,0,0,0,28.05,No Service,MA2G0143,16.37937,-8.87696
756,02-Hodh Gharbi,Aïoun El Atrouss,Oum Lahyadh,-8.99345,16.428717,Public,Rural,2010633,ELMOVID+EHLCHIEKOULDBOUH,2107027,2,3,43,2,0,0,0,1.28,2G,MA2G0070,16.419691,-8.985975
757,02-Hodh Gharbi,Aïoun El Atrouss,Oum Lahyadh,-9.1168,16.44925,Public,Rural,2010618,EMOUNA,2107010,2,2,29,1,0,0,0,12.9,2G,MR2G0096,16.44525,-9.237667
759,02-Hodh Gharbi,Aïoun El Atrouss,Oum Lahyadh,-8.834117,16.583067,Public,Rural,2010635,LEWAIENA,2107059,1,2,8,1,0,0,0,23.11,No Service,MA2G0143,16.37937,-8.87696
760,02-Hodh Gharbi,Aïoun El Atrouss,Oum Lahyadh,-9.0976,16.44945,Public,Rural,2010617,MBROUKIGYARN,2107011,2,3,51,2,0,0,0,12.36,2G,MA2G0070,16.419691,-8.985975
762,02-Hodh Gharbi,Aïoun El Atrouss,Oum Lahyadh,-8.91755,16.4047,Public,Rural,2010609,اشلم,2107018,1,2,23,1,0,0,0,5.06,2G,MR2G0040,16.379083,-8.878389
763,02-Hodh Gharbi,Aïoun El Atrouss,Oum Lahyadh,-8.87188,16.60643,Public,Rural,2010605,اكدرنيت,2107058,2,2,50,1,0,0,0,24.06,No Service,MA2G0070,16.419691,-8.985975
764,02-Hodh Gharbi,Aïoun El Atrouss,Oum Lahyadh,-9.02135,16.48594,Public,Rural,2010608,الرفه,2107032,2,4,83,3,0,0,0,8.28,2G,MA2G0070,16.419691,-8.985975
765,02-Hodh Gharbi,Aïoun El Atrouss,Oum Lahyadh,-8.74336,16.59285,Public,Rural,2010603,المظلوم,2107040,1,2,17,1,0,0,0,27.68,No Service,MA2G0143,16.37937,-8.87696
766,02-Hodh Gharbi,Aïoun El Atrouss,Oum Lahyadh,-9.0797,16.44618,Public,Rural,2010606,املحبال,2107012,7,6,176,8,1,0,0,10.42,2G,MA2G0070,16.419691,-8.985975
767,02-Hodh Gharbi,Aïoun El Atrouss,Oum Lahyadh,-9.08225,16.45624,Public,Rural,2010604,اندرينايه,2107029,6,6,144,8,1,0,1,11.04,2G,MA2G0070,16.419691,-8.985975
768,02-Hodh Gharbi,Aïoun El Atrouss,Oum Lahyadh,-8.94803,16.56222,Public,Rural,2010614,حاسلحراطين,2107062,1,2,28,1,0,0,0,16.36,2G,MA2G0070,16.419691,-8.985975
769,02-Hodh Gharbi,Aïoun El Atrouss,Oum Lahyadh,-8.93409,16.41941,Public,Rural,2010607,عينابهاه,2107035,6,6,68,3,1,0,0,5.53,2G,MA2G0070,16.419691,-8.985975
770,02-Hodh Gharbi,Aïoun El Atrouss,Oum Lahyadh,-9.02024,16.54952,Public,Rural,2010602,لقليك,2107014,1,2,39,1,0,0,0,14.89,2G,MA2G0070,16.419691,-8.985975
776,02-Hodh Gharbi,Aïoun El Atrouss,Ten Hamadi,-9.74859,16.555,Public,Rural,2010705,Bagzaze,2104003,2,4,79,3,0,0,0,15.08,2G,MA2G0059,16.529045,-9.887465
778,02-Hodh Gharbi,Aïoun El Atrouss,Ten Hamadi,-9.7666,16.5748,Public,Rural,2010708,Dimechegh,2104004,3,3,46,5,0,0,0,13.85,2G,MA2G0059,16.529045,-9.887465
771,02-Hodh Gharbi,Aïoun El Atrouss,Ten Hamadi,-9.68194,16.59561,Public,Rural,2010706,Eghlig Esmalil,2104016,6,6,220,13,1,0,0,7.77,2G,MA2G0060,16.6472,-9.6328
772,02-Hodh Gharbi,Aïoun El Atrouss,Ten Hamadi,-9.69968,16.56651,Public,Rural,2010704,اكنالزين,2104011,2,2,25,3,0,0,0,11.46,2G,MA2G0060,16.6472,-9.6328
773,02-Hodh Gharbi,Aïoun El Atrouss,Ten Hamadi,-9.83431,16.29161,Public,Rural,2010702,اكنيالبركه,2104007,3,3,61,4,0,0,0,23.61,No Service,MC2G0197,16.4425,-9.99
774,02-Hodh Gharbi,Aïoun El Atrouss,Ten Hamadi,-9.70191,16.4935,Public,Rural,2010703,الامن,2104014,2,3,25,2,0,0,0,18.61,2G,MA2G0060,16.6472,-9.6328
775,02-Hodh Gharbi,Aïoun El Atrouss,Ten Hamadi,-9.72919,16.45994,Public,Rural,2010707,البخاخ,2104009,2,2,54,2,0,0,0,18.54,2G,MA2G0059,16.529045,-9.887465
777,02-Hodh Gharbi,Aïoun El Atrouss,Ten Hamadi,-9.69802,16.53557,Public,Rural,2010701,تنحماد,2104001,2,3,56,4,0,0,0,14.23,2G,MA2G0060,16.6472,-9.6328
788,02-Hodh Gharbi,Koubenni,Gougui Zemmal,-9.36373,15.72005,Public,Rural,2020305,DEMBAYE M'NEISSIRAT,2205058,2,3,71,1,0,0,0,11.54,2G,MR2G0061,15.816667,-9.403222
784,02-Hodh Gharbi,Koubenni,Gougui Zemmal,-9.4019,15.6684,Public,Rural,2020313,Echkith,2205046,2,2,62,2,0,0,0,16.49,2G,MR2G0061,15.816667,-9.403222
780,02-Hodh Gharbi,Koubenni,Gougui Zemmal,-9.3115,15.733367,Public,Rural,2020323,HAYMMA,2205045,1,2,56,1,0,0,0,13.5,2G,MR2G0061,15.816667,-9.403222
785,02-Hodh Gharbi,Koubenni,Gougui Zemmal,-9.2808,15.721,Public,Rural,2020308,اماجريكاي,2205059,2,3,37,2,0,0,0,16.88,2G,MR2G0061,15.816667,-9.403222
786,02-Hodh Gharbi,Koubenni,Gougui Zemmal,-9.2955,15.6519,Public,Rural,2020309,عينولميمون,2205022,1,2,31,1,0,0,0,21.65,No Service,MR2G0061,15.816667,-9.403222
787,02-Hodh Gharbi,Koubenni,Gougui Zemmal,-9.3103,15.7026,Public,Urbain,2020301,كوكيالزمال,2205044,4,6,232,4,0,0,0,16.12,2G,MR2G0061,15.816667,-9.403222
789,02-Hodh Gharbi,Koubenni,Hassi Ehel Ahmed Bechne,-9.838217,15.835917,Public,Rural,2020411,KASSERESSLAM,2202034,1,2,35,1,0,0,0,36.77,No Service,MA2G0172,15.50558,-9.82191
811,02-Hodh Gharbi,Koubenni,Hassi Ehel Ahmed Bechne,-9.8334,15.7089,Public,Rural,2020427,Sadra beidha,2202010,1,2,40,1,0,0,1,18.3,2G,MA2G0149,16.19783,-9.55474
790,02-Hodh Gharbi,Koubenni,Hassi Ehel Ahmed Bechne,-9.9148,16.047,Public,Rural,2020413,Tweimirit Taleb sidi,2202052,3,6,155,3,0,0,0,28.94,No Service,MA2G0149,16.19783,-9.55474
791,02-Hodh Gharbi,Koubenni,Hassi Ehel Ahmed Bechne,-9.8421,16.1078,Public,Rural,2020418,اجارالتكفاية,2202015,1,2,30,1,0,0,0,32.28,No Service,MA2G0149,16.19783,-9.55474
792,02-Hodh Gharbi,Koubenni,Hassi Ehel Ahmed Bechne,-9.5056,16.1298,Public,Rural,2020414,ازويبري,2202081,1,2,44,1,0,0,0,9.21,2G,MA2G0149,16.19783,-9.55474
793,02-Hodh Gharbi,Koubenni,Hassi Ehel Ahmed Bechne,-9.61008,15.77468,Public,Rural,2020439,افاشيل,2202044,2,2,54,1,0,0,0,21.37,No Service,MC2G0164,15.8168,-9.4152
794,02-Hodh Gharbi,Koubenni,Hassi Ehel Ahmed Bechne,-9.72329,16.06257,Public,Rural,2020442,اكراديد,2202007,1,2,33,1,0,0,0,23.46,No Service,MA2G0149,16.19783,-9.55474
795,02-Hodh Gharbi,Koubenni,Hassi Ehel Ahmed Bechne,-9.6572,16.066,Public,Rural,2020408,اكوج,2202023,1,2,51,3,0,0,0,18.29,2G,MA2G0149,16.19783,-9.55474
796,02-Hodh Gharbi,Koubenni,Hassi Ehel Ahmed Bechne,-9.6574,16.1326,Public,Rural,2020415,الخشم,2202005,2,2,50,2,0,0,0,13.15,2G,MA2G0149,16.19783,-9.55474
797,02-Hodh Gharbi,Koubenni,Hassi Ehel Ahmed Bechne,-9.8068,15.9303,Public,Rural,2020410,الخط,2202024,2,4,40,6,0,0,0,40.13,No Service,MA2G0149,16.19783,-9.55474
798,02-Hodh Gharbi,Koubenni,Hassi Ehel Ahmed Bechne,-9.5587,16.1117,Public,Rural,2020426,السط,2202061,2,2,88,3,0,0,0,9.59,2G,MA2G0149,16.19783,-9.55474
799,02-Hodh Gharbi,Koubenni,Hassi Ehel Ahmed Bechne,-9.5882,16.0214,Public,Rural,2020409,الطرطيكة,2202058,2,4,121,3,0,0,0,19.94,2G,MA2G0149,16.19783,-9.55474
800,02-Hodh Gharbi,Koubenni,Hassi Ehel Ahmed Bechne,-9.6378,16.1591,Public,Rural,2020401,القطب,2202001,4,6,123,5,0,0,0,9.86,2G,MA2G0149,16.19783,-9.55474
801,02-Hodh Gharbi,Koubenni,Hassi Ehel Ahmed Bechne,-9.67112,15.9495,Public,Rural,2020433,المعبولة,2202050,1,2,41,1,0,0,0,30.28,No Service,MA2G0149,16.19783,-9.55474
802,02-Hodh Gharbi,Koubenni,Hassi Ehel Ahmed Bechne,-9.675,16.1274,Public,Rural,2020423,المكسم,2202006,2,3,55,3,0,0,0,15.04,2G,MA2G0149,16.19783,-9.55474
804,02-Hodh Gharbi,Koubenni,Hassi Ehel Ahmed Bechne,-9.5825,16.0841,Public,Rural,2020421,بغدادارفق,2202026,1,2,39,3,0,0,0,12.99,2G,MA2G0149,16.19783,-9.55474
